e_t,e,e_d,s_t,s,s_d
485,2396.23355,-1.75945,611,2180.87435,-1.67195
485.9964193,2394.4804,0,612,2179.2094,-1.67125
486,2394.4804,-1.75875,613,2177.54515,-1.67055
486.9964179,2392.72795,0,614,2175.8816,-1.66985
487,2392.72795,-1.75805,615,2174.21875,-1.66915
487.9964165,2390.9762,0,616,2172.5566,-1.66845
488,2390.9762,-1.75735,617,2170.89515,-1.66775
488.9964151,2389.22515,0,618,2169.2344,-1.66705
489,2389.22515,-1.75665,619,2167.57435,-1.66635
489.9964136,2387.4748,0,620,2165.915,-1.66565
490,2387.4748,-1.75595,621,2164.25635,-1.66495
490.9964122,2385.72515,0,622,2162.5984,-1.66425
491,2385.72515,-1.75525,623,2160.94115,-1.66355
491.9964108,2383.9762,0,624,2159.2846,-1.66285
492,2383.9762,-1.75455,625,2157.62875,-1.66215
492.9964093,2382.22795,0,626,2155.9736,-1.66145
493,2382.22795,-1.75385,627,2154.31915,-1.66075
493.9964079,2380.4804,0,628,2152.6654,-1.66005
494,2380.4804,-1.75315,629,2151.01235,-1.65935
494.9964065,2378.73355,0,630,2149.36,-1.65865
495,2378.73355,-1.75245,631,2147.70835,-1.65795
495.996405,2376.9874,0,632,2146.0574,-1.65725
496,2376.9874,-1.75175,633,2144.40715,-1.65655
496.9964036,2375.24195,0,634,2142.7576,-1.65585
497,2375.24195,-1.75105,635,2141.10875,-1.65515
497.9964022,2373.4972,0,636,2139.4606,-1.65445
498,2373.4972,-1.75035,637,2137.81315,-1.65375
498.9964007,2371.75315,0,638,2136.1664,-1.65305
499,2371.75315,-1.74965,639,2134.52035,-1.65235
499.9963993,2370.0098,0,640,2132.875,-1.65165
500,2370.0098,-1.74895,641,2131.23035,-1.65095
500.9963978,2368.26715,0,642,2129.5864,-1.65025
501,2368.26715,-1.74825,643,2127.94315,-1.64955
501.9963964,2366.5252,0,644,2126.3006,-1.64885
502,2366.5252,-1.74755,645,2124.65875,-1.64815
502.996395,2364.78395,0,646,2123.0176,-1.64745
503,2364.78395,-1.74685,647,2121.37715,-1.64675
503.9963935,2363.0434,0,648,2119.7374,-1.64605
504,2363.0434,-1.74615,649,2118.09835,-1.64535
504.9963921,2361.30355,0,650,2116.46,-1.64465
505,2361.30355,-1.74545,651,2114.82235,-1.64395
505.9963906,2359.5644,0,652,2113.1854,-1.64325
506,2359.5644,-1.74475,653,2111.54915,-1.64255
506.9963892,2357.82595,0,654,2109.9136,-1.64185
507,2357.82595,-1.74405,655,2108.27875,-1.64115
507.9963877,2356.0882,0,656,2106.6446,-1.64045
508,2356.0882,-1.74335,657,2105.01115,-1.63975
508.9963863,2354.35115,0,658,2103.3784,-1.63905
509,2354.35115,-1.74265,659,2101.74635,-1.63835
509.9963848,2352.6148,0,660,2100.115,-1.63765
510,2352.6148,-1.74195,661,2098.48435,-1.63695
510.9963834,2350.87915,0,662,2096.8544,-1.63625
511,2350.87915,-1.74125,663,2095.22515,-1.63555
511.9963819,2349.1442,0,664,2093.5966,-1.63485
512,2349.1442,-1.74055,665,2091.96875,-1.63415
512.9963805,2347.40995,0,666,2090.3416,-1.63345
513,2347.40995,-1.73985,667,2088.71515,-1.63275
513.996379,2345.6764,0,668,2087.0894,-1.63205
514,2345.6764,-1.73915,669,2085.46435,-1.63135
514.9963775,2343.94355,0,670,2083.84,-1.63065
515,2343.94355,-1.73845,671,2082.21635,-1.62995
515.9963761,2342.2114,0,672,2080.5934,-1.62925
516,2342.2114,-1.73775,673,2078.97115,-1.62855
516.9963746,2340.47995,0,674,2077.3496,-1.62785
517,2340.47995,-1.73705,675,2075.72875,-1.62715
517.9963732,2338.7492,0,676,2074.1086,-1.62645
518,2338.7492,-1.73635,677,2072.48915,-1.62575
518.9963717,2337.01915,0,678,2070.8704,-1.62505
519,2337.01915,-1.73565,679,2069.25235,-1.62435
519.9963702,2335.2898,0,680,2067.635,-1.62365
520,2335.2898,-1.73495,681,2066.01835,-1.62295
520.9963688,2333.56115,0,682,2064.4024,-1.62225
521,2333.56115,-1.73425,683,2062.78715,-1.62155
521.9963673,2331.8332,0,684,2061.1726,-1.62085
522,2331.8332,-1.73355,685,2059.55875,-1.62015
522.9963658,2330.10595,0,686,2057.9456,-1.61945
523,2330.10595,-1.73285,687,2056.33315,-1.61875
523.9963644,2328.3794,0,688,2054.7214,-1.61805
524,2328.3794,-1.73215,689,2053.11035,-1.61735
524.9963629,2326.65355,0,690,2051.5,-1.61665
525,2326.65355,-1.73145,691,2049.89035,-1.61595
525.9963614,2324.9284,0,692,2048.2814,-1.61525
526,2324.9284,-1.73075,693,2046.67315,-1.61455
526.99636,2323.20395,0,694,2045.0656,-1.61385
527,2323.20395,-1.73005,695,2043.45875,-1.61315
527.9963585,2321.4802,0,696,2041.8526,-1.61245
528,2321.4802,-1.72935,697,2040.24715,-1.61175
528.996357,2319.75715,0,698,2038.6424,-1.61105
529,2319.75715,-1.72865,699,2037.03835,-1.61035
529.9963555,2318.0348,0,700,2035.435,-1.60965
530,2318.0348,-1.72795,701,2033.83235,-1.60895
530.9963541,2316.31315,0,702,2032.2304,-1.60825
531,2316.31315,-1.72725,703,2030.62915,-1.60755
531.9963526,2314.5922,0,704,2029.0286,-1.60685
532,2314.5922,-1.72655,705,2027.42875,-1.60615
532.9963511,2312.87195,0,706,2025.8296,-1.60545
533,2312.87195,-1.72585,707,2024.23115,-1.60475
533.9963496,2311.1524,0,708,2022.6334,-1.60405
534,2311.1524,-1.72515,709,2021.03635,-1.60335
534.9963481,2309.43355,0,710,2019.44,-1.60265
535,2309.43355,-1.72445,711,2017.84435,-1.60195
535.9963467,2307.7154,0,712,2016.2494,-1.60125
536,2307.7154,-1.72375,713,2014.65515,-1.60055
536.9963452,2305.99795,0,714,2013.0616,-1.59985
537,2305.99795,-1.72305,715,2011.46875,-1.59915
537.9963437,2304.2812,0,716,2009.8766,-1.59845
538,2304.2812,-1.72235,717,2008.28515,-1.59775
538.9963422,2302.56515,0,718,2006.6944,-1.59705
539,2302.56515,-1.72165,719,2005.10435,-1.59635
539.9963407,2300.8498,0,720,2003.515,-1.59565
540,2300.8498,-1.72095,721,2001.92635,-1.59495
540.9963392,2299.13515,0,722,2000.3384,-1.59425
541,2299.13515,-1.72025,723,1998.75115,-1.59355
541.9963377,2297.4212,0,724,1997.1646,-1.59285
542,2297.4212,-1.71955,725,1995.57875,-1.59215
542.9963363,2295.70795,0,726,1993.9936,-1.59145
543,2295.70795,-1.71885,727,1992.40915,-1.59075
543.9963348,2293.9954,0,728,1990.8254,-1.59005
544,2293.9954,-1.71815,729,1989.24235,-1.58935
544.9963333,2292.28355,0,730,1987.66,-1.58865
545,2292.28355,-1.71745,731,1986.07835,-1.58795
545.9963318,2290.5724,0,732,1984.4974,-1.58725
546,2290.5724,-1.71675,733,1982.91715,-1.58655
546.9963303,2288.86195,0,734,1981.3376,-1.58585
547,2288.86195,-1.71605,735,1979.75875,-1.58515
547.9963288,2287.1522,0,736,1978.1806,-1.58445
548,2287.1522,-1.71535,737,1976.60315,-1.58375
548.9963273,2285.44315,0,738,1975.0264,-1.58305
549,2285.44315,-1.71465,739,1973.45035,-1.58235
549.9963258,2283.7348,0,740,1971.875,-1.58165
550,2283.7348,-1.71395,741,1970.30035,-1.58095
550.9963243,2282.02715,0,742,1968.7264,-1.58025
551,2282.02715,-1.71325,743,1967.15315,-1.57955
551.9963228,2280.3202,0,744,1965.5806,-1.57885
552,2280.3202,-1.71255,745,1964.00875,-1.57815
552.9963213,2278.61395,0,746,1962.4376,-1.57745
553,2278.61395,-1.71185,747,1960.86715,-1.57675
553.9963198,2276.9084,0,748,1959.2974,-1.57605
554,2276.9084,-1.71115,749,1957.72835,-1.57535
554.9963183,2275.20355,0,750,1956.16,-1.57465
555,2275.20355,-1.71045,751,1954.59235,-1.57395
555.9963168,2273.4994,0,752,1953.0254,-1.57325
556,2273.4994,-1.70975,753,1951.45915,-1.57255
556.9963153,2271.79595,0,754,1949.8936,-1.57185
557,2271.79595,-1.70905,755,1948.32875,-1.57115
557.9963137,2270.0932,0,756,1946.7646,-1.57045
558,2270.0932,-1.70835,757,1945.20115,-1.56975
558.9963122,2268.39115,0,758,1943.6384,-1.56905
559,2268.39115,-1.70765,759,1942.07635,-1.56835
559.9963107,2266.6898,0,760,1940.515,-1.56765
560,2266.6898,-1.70695,761,1938.95435,-1.56695
560.9963092,2264.98915,0,762,1937.3944,-1.56625
561,2264.98915,-1.70625,763,1935.83515,-1.56555
561.9963077,2263.2892,0,764,1934.2766,-1.56485
562,2263.2892,-1.70555,765,1932.71875,-1.56415
562.9963062,2261.58995,0,766,1931.1616,-1.56345
563,2261.58995,-1.70485,767,1929.60515,-1.56275
563.9963047,2259.8914,0,768,1928.0494,-1.56205
564,2259.8914,-1.70415,769,1926.49435,-1.56135
564.9963031,2258.19355,0,770,1924.94,-1.56065
565,2258.19355,-1.70345,771,1923.38635,-1.55995
565.9963016,2256.4964,0,772,1921.8334,-1.55925
566,2256.4964,-1.70275,773,1920.28115,-1.55855
566.9963001,2254.79995,0,774,1918.7296,-1.55785
567,2254.79995,-1.70205,775,1917.17875,-1.55715
567.9962986,2253.1042,0,776,1915.6286,-1.55645
568,2253.1042,-1.70135,777,1914.07915,-1.55575
568.9962971,2251.40915,0,778,1912.5304,-1.55505
569,2251.40915,-1.70065,779,1910.98235,-1.55435
569.9962955,2249.7148,0,780,1909.435,-1.55365
570,2249.7148,-1.69995,781,1907.88835,-1.55295
570.996294,2248.02115,0,782,1906.3424,-1.55225
571,2248.02115,-1.69925,783,1904.79715,-1.55155
571.9962925,2246.3282,0,784,1903.2526,-1.55085
572,2246.3282,-1.69855,785,1901.70875,-1.55015
572.996291,2244.63595,0,786,1900.1656,-1.54945
573,2244.63595,-1.69785,787,1898.62315,-1.54875
573.9962894,2242.9444,0,788,1897.0814,-1.54805
574,2242.9444,-1.69715,789,1895.54035,-1.54735
574.9962879,2241.25355,0,790,1894,-1.54665
575,2241.25355,-1.69645,791,1892.46035,-1.54595
575.9962864,2239.5634,0,792,1890.9214,-1.54525
576,2239.5634,-1.69575,793,1889.38315,-1.54455
576.9962848,2237.87395,0,794,1887.8456,-1.54385
577,2237.87395,-1.69505,795,1886.30875,-1.54315
577.9962833,2236.1852,0,796,1884.7726,-1.54245
578,2236.1852,-1.69435,797,1883.23715,-1.54175
578.9962818,2234.49715,0,798,1881.7024,-1.54105
579,2234.49715,-1.69365,799,1880.16835,-1.54035
579.9962802,2232.8098,0,800,1878.635,-1.53965
580,2232.8098,-1.69295,801,1877.10235,-1.53895
580.9962787,2231.12315,0,802,1875.5704,-1.53825
581,2231.12315,-1.69225,803,1874.03915,-1.53755
581.9962771,2229.4372,0,804,1872.5086,-1.53685
582,2229.4372,-1.69155,805,1870.97875,-1.53615
582.9962756,2227.75195,0,806,1869.4496,-1.53545
583,2227.75195,-1.69085,807,1867.92115,-1.53475
583.9962741,2226.0674,0,808,1866.3934,-1.53405
584,2226.0674,-1.69015,809,1864.86635,-1.53335
584.9962725,2224.38355,0,810,1863.34,-1.53265
585,2224.38355,-1.68945,811,1861.81435,-1.53195
585.996271,2222.7004,0,812,1860.2894,-1.53125
586,2222.7004,-1.68875,813,1858.76515,-1.53055
586.9962694,2221.01795,0,814,1857.2416,-1.52985
587,2221.01795,-1.68805,815,1855.71875,-1.52915
587.9962679,2219.3362,0,816,1854.1966,-1.52845
588,2219.3362,-1.68735,817,1852.67515,-1.52775
588.9962663,2217.65515,0,818,1851.1544,-1.52705
589,2217.65515,-1.68665,819,1849.63435,-1.52635
589.9962648,2215.9748,0,820,1848.115,-1.52565
590,2215.9748,-1.68595,821,1846.59635,-1.52495
590.9962632,2214.29515,0,822,1845.0784,-1.52425
591,2214.29515,-1.68525,823,1843.56115,-1.52355
591.9962617,2212.6162,0,824,1842.0446,-1.52285
592,2212.6162,-1.68455,825,1840.52875,-1.52215
592.9962601,2210.93795,0,826,1839.0136,-1.52145
593,2210.93795,-1.68385,827,1837.49915,-1.52075
593.9962586,2209.2604,0,828,1835.9854,-1.52005
594,2209.2604,-1.68315,829,1834.47235,-1.51935
594.996257,2207.58355,0,830,1832.96,-1.51865
595,2207.58355,-1.68245,831,1831.44835,-1.51795
595.9962555,2205.9074,0,832,1829.9374,-1.51725
596,2205.9074,-1.68175,833,1828.42715,-1.51655
596.9962539,2204.23195,0,834,1826.9176,-1.51585
597,2204.23195,-1.68105,835,1825.40875,-1.51515
597.9962523,2202.5572,0,836,1823.9006,-1.51445
598,2202.5572,-1.68035,837,1822.39315,-1.51375
598.9962508,2200.88315,0,838,1820.8864,-1.51305
599,2200.88315,-1.67965,839,1819.38035,-1.51235
599.9962492,2199.2098,0,840,1817.875,-1.51165
600,2199.2098,-1.67895,841,1816.37035,-1.51095
600.9962477,2197.53715,0,842,1814.8664,-1.51025
601,2197.53715,-1.67825,843,1813.36315,-1.50955
601.9962461,2195.8652,0,844,1811.8606,-1.50885
602,2195.8652,-1.67755,845,1810.35875,-1.50815
602.9962445,2194.19395,0,846,1808.8576,-1.50745
603,2194.19395,-1.67685,847,1807.35715,-1.50675
603.996243,2192.5234,0,848,1805.8574,-1.50605
604,2192.5234,-1.67615,849,1804.35835,-1.50535
604.9962414,2190.85355,0,850,1802.86,-1.50465
605,2190.85355,-1.67545,851,1801.36235,-1.50395
605.9962398,2189.1844,0,852,1799.8654,-1.50325
606,2189.1844,-1.67475,853,1798.36915,-1.50255
606.9962382,2187.51595,0,854,1796.8736,-1.50185
607,2187.51595,-1.67405,855,1795.37875,-1.50115
607.9962367,2185.8482,0,856,1793.8846,-1.50045
608,2185.8482,-1.67335,857,1792.39115,-1.49975
608.9962351,2184.18115,0,858,1790.8984,-1.49905
609,2184.18115,-1.67265,859,1789.40635,-1.49835
609.9962335,2182.5148,0,860,1787.915,-1.49765
610,2182.5148,-1.67195,861,1786.42435,-1.49695
610.9962319,2180.84915,0,862,1784.9344,-1.49625
611,2180.84915,-1.67125,863,1783.44515,-1.49555
611.9962304,2179.1842,0,864,1781.9566,-1.49485
612,2179.1842,-1.67055,865,1780.46875,-1.49415
612.9962288,2177.51995,0,866,1778.9816,-1.49345
613,2177.51995,-1.66985,867,1777.49515,-1.49275
613.9962272,2175.8564,0,868,1776.0094,-1.49205
614,2175.8564,-1.66915,869,1774.52435,-1.49135
614.9962256,2174.19355,0,870,1773.04,-1.49065
615,2174.19355,-1.66845,871,1771.55635,-1.48995
615.996224,2172.5314,0,872,1770.0734,-1.48925
616,2172.5314,-1.66775,873,1768.59115,-1.48855
616.9962225,2170.86995,0,874,1767.1096,-1.48785
617,2170.86995,-1.66705,875,1765.62875,-1.48715
617.9962209,2169.2092,0,876,1764.1486,-1.48645
618,2169.2092,-1.66635,877,1762.66915,-1.48575
618.9962193,2167.54915,0,878,1761.1904,-1.48505
619,2167.54915,-1.66565,879,1759.71235,-1.48435
619.9962177,2165.8898,0,880,1758.235,-1.48365
620,2165.8898,-1.66495,881,1756.75835,-1.48295
620.9962161,2164.23115,0,882,1755.2824,-1.48225
621,2164.23115,-1.66425,883,1753.80715,-1.48155
621.9962145,2162.5732,0,884,1752.3326,-1.48085
622,2162.5732,-1.66355,885,1750.85875,-1.48015
622.9962129,2160.91595,0,886,1749.3856,-1.47945
623,2160.91595,-1.66285,887,1747.91315,-1.47875
623.9962113,2159.2594,0,888,1746.4414,-1.47805
624,2159.2594,-1.66215,889,1744.97035,-1.47735
624.9962097,2157.60355,0,890,1743.5,-1.47665
625,2157.60355,-1.66145,891,1742.03035,-1.47595
625.9962081,2155.9484,0,892,1740.5614,-1.47525
626,2155.9484,-1.66075,893,1739.09315,-1.47455
626.9962065,2154.29395,0,894,1737.6256,-1.47385
627,2154.29395,-1.66005,895,1736.15875,-1.47315
627.9962049,2152.6402,0,896,1734.6926,-1.47245
628,2152.6402,-1.65935,897,1733.22715,-1.47175
628.9962033,2150.98715,0,898,1731.7624,-1.47105
629,2150.98715,-1.65865,899,1730.29835,-1.47035
629.9962017,2149.3348,0,900,1728.835,-1.46965
630,2149.3348,-1.65795,901,1727.37235,-1.46895
630.9962001,2147.68315,0,902,1725.9104,-1.46825
631,2147.68315,-1.65725,903,1724.44915,-1.46755
631.9961985,2146.0322,0,904,1722.9886,-1.46685
632,2146.0322,-1.65655,905,1721.52875,-1.46615
632.9961969,2144.38195,0,906,1720.0696,-1.46545
633,2144.38195,-1.65585,907,1718.61115,-1.46475
633.9961953,2142.7324,0,908,1717.1534,-1.46405
634,2142.7324,-1.65515,909,1715.69635,-1.46335
634.9961937,2141.08355,0,910,1714.24,-1.46265
635,2141.08355,-1.65445,911,1712.78435,-1.46195
635.9961921,2139.4354,0,912,1711.3294,-1.46125
636,2139.4354,-1.65375,913,1709.87515,-1.46055
636.9961905,2137.78795,0,914,1708.4216,-1.45985
637,2137.78795,-1.65305,915,1706.96875,-1.45915
637.9961889,2136.1412,0,916,1705.5166,-1.45845
638,2136.1412,-1.65235,917,1704.06515,-1.45775
638.9961872,2134.49515,0,918,1702.6144,-1.45705
639,2134.49515,-1.65165,919,1701.16435,-1.45635
639.9961856,2132.8498,0,920,1699.715,-1.45565
640,2132.8498,-1.65095,921,1698.26635,-1.45495
640.996184,2131.20515,0,922,1696.8184,-1.45425
641,2131.20515,-1.65025,923,1695.37115,-1.45355
641.9961824,2129.5612,0,924,1693.9246,-1.45285
642,2129.5612,-1.64955,925,1692.47875,-1.45215
642.9961808,2127.91795,0,926,1691.0336,-1.45145
643,2127.91795,-1.64885,927,1689.58915,-1.45075
643.9961792,2126.2754,0,928,1688.1454,-1.45005
644,2126.2754,-1.64815,929,1686.70235,-1.44935
644.9961775,2124.63355,0,930,1685.26,-1.44865
645,2124.63355,-1.64745,931,1683.81835,-1.44795
645.9961759,2122.9924,0,932,1682.3774,-1.44725
646,2122.9924,-1.64675,933,1680.93715,-1.44655
646.9961743,2121.35195,0,934,1679.4976,-1.44585
647,2121.35195,-1.64605,935,1678.05875,-1.44515
647.9961727,2119.7122,0,936,1676.6206,-1.44445
648,2119.7122,-1.64535,937,1675.18315,-1.44375
648.996171,2118.07315,0,938,1673.7464,-1.44305
649,2118.07315,-1.64465,939,1672.31035,-1.44235
649.9961694,2116.4348,0,940,1670.875,-1.44165
650,2116.4348,-1.64395,941,1669.44035,-1.44095
650.9961678,2114.79715,0,942,1668.0064,-1.44025
651,2114.79715,-1.64325,943,1666.57315,-1.43955
651.9961661,2113.1602,0,944,1665.1406,-1.43885
652,2113.1602,-1.64255,945,1663.70875,-1.43815
652.9961645,2111.52395,0,946,1662.2776,-1.43745
653,2111.52395,-1.64185,947,1660.84715,-1.43675
653.9961629,2109.8884,0,948,1659.4174,-1.43605
654,2109.8884,-1.64115,949,1657.98835,-1.43535
654.9961612,2108.25355,0,950,1656.56,-1.43465
655,2108.25355,-1.64045,951,1655.13235,-1.43395
655.9961596,2106.6194,0,952,1653.7054,-1.43325
656,2106.6194,-1.63975,953,1652.27915,-1.43255
656.996158,2104.98595,0,954,1650.8536,-1.43185
657,2104.98595,-1.63905,955,1649.42875,-1.43115
657.9961563,2103.3532,0,956,1648.0046,-1.43045
658,2103.3532,-1.63835,957,1646.58115,-1.42975
658.9961547,2101.72115,0,958,1645.1584,-1.42905
659,2101.72115,-1.63765,959,1643.73635,-1.42835
659.996153,2100.0898,0,960,1642.315,-1.42765
660,2100.0898,-1.63695,961,1640.89435,-1.42695
660.9961514,2098.45915,0,962,1639.4744,-1.42625
661,2098.45915,-1.63625,963,1638.05515,-1.42555
661.9961497,2096.8292,0,964,1636.6366,-1.42485
662,2096.8292,-1.63555,965,1635.21875,-1.42415
662.9961481,2095.19995,0,966,1633.8016,-1.42345
663,2095.19995,-1.63485,967,1632.38515,-1.42275
663.9961464,2093.5714,0,968,1630.9694,-1.42205
664,2093.5714,-1.63415,969,1629.55435,-1.42135
664.9961448,2091.94355,0,970,1628.14,-1.42065
665,2091.94355,-1.63345,971,1626.72635,-1.41995
665.9961431,2090.3164,0,972,1625.3134,-1.41925
666,2090.3164,-1.63275,973,1623.90115,-1.41855
666.9961415,2088.68995,0,974,1622.4896,-1.41785
667,2088.68995,-1.63205,975,1621.07875,-1.41715
667.9961398,2087.0642,0,976,1619.6686,-1.41645
668,2087.0642,-1.63135,977,1618.25915,-1.41575
668.9961382,2085.43915,0,978,1616.8504,-1.41505
669,2085.43915,-1.63065,979,1615.44235,-1.41435
669.9961365,2083.8148,0,980,1614.035,-1.41365
670,2083.8148,-1.62995,981,1612.62835,-1.41295
670.9961349,2082.19115,0,982,1611.2224,-1.41225
671,2082.19115,-1.62925,983,1609.81715,-1.41155
671.9961332,2080.5682,0,984,1608.4126,-1.41085
672,2080.5682,-1.62855,985,1607.00875,-1.41015
672.9961315,2078.94595,0,986,1605.6056,-1.40945
673,2078.94595,-1.62785,987,1604.20315,-1.40875
673.9961299,2077.3244,0,988,1602.8014,-1.40805
674,2077.3244,-1.62715,989,1601.40035,-1.40735
674.9961282,2075.70355,0,990,1600,-1.40665
675,2075.70355,-1.62645,991,1598.60035,-1.40595
675.9961265,2074.0834,0,992,1597.2014,-1.40525
676,2074.0834,-1.62575,993,1595.80315,-1.40455
676.9961249,2072.46395,0,994,1594.4056,-1.40385
677,2072.46395,-1.62505,995,1593.00875,-1.40315
677.9961232,2070.8452,0,996,1591.6126,-1.40245
678,2070.8452,-1.62435,997,1590.21715,-1.40175
678.9961215,2069.22715,0,998,1588.8224,-1.40105
679,2069.22715,-1.62365,999,1587.42835,-1.40035
679.9961199,2067.6098,0,1000,1586.035,-1.39965
680,2067.6098,-1.62295,1001,1584.64235,-1.39895
680.9961182,2065.99315,0,1002,1583.2504,-1.39825
681,2065.99315,-1.62225,1003,1581.85915,-1.39755
681.9961165,2064.3772,0,1004,1580.4686,-1.39685
682,2064.3772,-1.62155,1005,1579.07875,-1.39615
682.9961148,2062.76195,0,1006,1577.6896,-1.39545
683,2062.76195,-1.62085,1007,1576.30115,-1.39475
683.9961132,2061.1474,0,1008,1574.9134,-1.39405
684,2061.1474,-1.62015,1009,1573.52635,-1.39335
684.9961115,2059.53355,0,1010,1572.14,-1.39265
685,2059.53355,-1.61945,1011,1570.75435,-1.39195
685.9961098,2057.9204,0,1012,1569.3694,-1.39125
686,2057.9204,-1.61875,1013,1567.98515,-1.39055
686.9961081,2056.30795,0,1014,1566.6016,-1.38985
687,2056.30795,-1.61805,1015,1565.21875,-1.38915
687.9961064,2054.6962,0,1016,1563.8366,-1.38845
688,2054.6962,-1.61735,1017,1562.45515,-1.38775
688.9961047,2053.08515,0,1018,1561.0744,-1.38705
689,2053.08515,-1.61665,1019,1559.69435,-1.38635
689.9961031,2051.4748,0,1020,1558.315,-1.38565
690,2051.4748,-1.61595,1021,1556.93635,-1.38495
690.9961014,2049.86515,0,1022,1555.5584,-1.38425
691,2049.86515,-1.61525,1023,1554.18115,-1.38355
691.9960997,2048.2562,0,1024,1552.8046,-1.38285
692,2048.2562,-1.61455,1025,1551.42875,-1.38215
692.996098,2046.64795,0,1026,1550.0536,-1.38145
693,2046.64795,-1.61385,1027,1548.67915,-1.38075
693.9960963,2045.0404,0,1028,1547.3054,-1.38005
694,2045.0404,-1.61315,1029,1545.93235,-1.37935
694.9960946,2043.43355,0,1030,1544.56,-1.37865
695,2043.43355,-1.61245,1031,1543.18835,-1.37795
695.9960929,2041.8274,0,1032,1541.8174,-1.37725
696,2041.8274,-1.61175,1033,1540.44715,-1.37655
696.9960912,2040.22195,0,1034,1539.0776,-1.37585
697,2040.22195,-1.61105,1035,1537.70875,-1.37515
697.9960895,2038.6172,0,1036,1536.3406,-1.37445
698,2038.6172,-1.61035,1037,1534.97315,-1.37375
698.9960878,2037.01315,0,1038,1533.6064,-1.37305
699,2037.01315,-1.60965,1039,1532.24035,-1.37235
699.9960861,2035.4098,0,1040,1530.875,-1.37165
700,2035.4098,-1.60895,1041,1529.51035,-1.37095
700.9960844,2033.80715,0,1042,1528.1464,-1.37025
701,2033.80715,-1.60825,1043,1526.78315,-1.36955
701.9960827,2032.2052,0,1044,1525.4206,-1.36885
702,2032.2052,-1.60755,1045,1524.05875,-1.36815
702.996081,2030.60395,0,1046,1522.6976,-1.36745
703,2030.60395,-1.60685,1047,1521.33715,-1.36675
703.9960793,2029.0034,0,1048,1519.9774,-1.36605
704,2029.0034,-1.60615,1049,1518.61835,-1.36535
704.9960776,2027.40355,0,1050,1517.26,-1.36465
705,2027.40355,-1.60545,1051,1515.90235,-1.36395
705.9960759,2025.8044,0,1052,1514.5454,-1.36325
706,2025.8044,-1.60475,1053,1513.18915,-1.36255
706.9960742,2024.20595,0,1054,1511.8336,-1.36185
707,2024.20595,-1.60405,1055,1510.47875,-1.36115
707.9960724,2022.6082,0,1056,1509.1246,-1.36045
708,2022.6082,-1.60335,1057,1507.77115,-1.35975
708.9960707,2021.01115,0,1058,1506.4184,-1.35905
709,2021.01115,-1.60265,1059,1505.06635,-1.35835
709.996069,2019.4148,0,1060,1503.715,-1.35765
710,2019.4148,-1.60195,1061,1502.36435,-1.35695
710.9960673,2017.81915,0,1062,1501.0144,-1.35625
711,2017.81915,-1.60125,1063,1499.66515,-1.35555
711.9960656,2016.2242,0,1064,1498.3166,-1.35485
712,2016.2242,-1.60055,1065,1496.96875,-1.35415
712.9960639,2014.62995,0,1066,1495.6216,-1.35345
713,2014.62995,-1.59985,1067,1494.27515,-1.35275
713.9960621,2013.0364,0,1068,1492.9294,-1.35205
714,2013.0364,-1.59915,1069,1491.58435,-1.35135
714.9960604,2011.44355,0,1070,1490.24,-1.35065
715,2011.44355,-1.59845,1071,1488.89635,-1.34995
715.9960587,2009.8514,0,1072,1487.5534,-1.34925
716,2009.8514,-1.59775,1073,1486.21115,-1.34855
716.996057,2008.25995,0,1074,1484.8696,-1.34785
717,2008.25995,-1.59705,1075,1483.52875,-1.34715
717.9960552,2006.6692,0,1076,1482.1886,-1.34645
718,2006.6692,-1.59635,1077,1480.84915,-1.34575
718.9960535,2005.07915,0,1078,1479.5104,-1.34505
719,2005.07915,-1.59565,1079,1478.17235,-1.34435
719.9960518,2003.4898,0,1080,1476.835,-1.34365
720,2003.4898,-1.59495,1081,1475.49835,-1.34295
720.99605,2001.90115,0,1082,1474.1624,-1.34225
721,2001.90115,-1.59425,1083,1472.82715,-1.34155
721.9960483,2000.3132,0,1084,1471.4926,-1.34085
